Sex,Age,Married,Income,HoursWk,Race,USCitizen,HealthInsurance,Language
1,48,1,0,0,white,1,1,1
1,17,0,0,0,white,1,1,1
1,30,0,2.5,60,white,1,1,1
0,16,0,0,0,white,1,1,1
1,58,0,0,0,black,1,1,1
0,31,1,50,32,white,1,1,1
0,77,0,0,0,white,1,1,1
1,20,0,19,60,white,1,1,1
0,32,1,33,40,white,1,1,0
1,81,1,0,0,white,1,1,1
1,30,1,50,50,white,1,1,1
1,42,1,54,40,white,1,1,1
0,67,1,0,0,other,1,1,1
0,73,1,0,0,white,1,1,1
0,64,1,58,24,white,1,1,1
0,48,0,82,45,white,0,1,0
1,23,0,1.9,25,black,1,1,1
0,48,1,0,0,white,0,1,0
0,29,0,45,40,white,1,1,0
1,49,1,170,40,white,1,1,1
0,72,0,46.4,40,white,1,1,1
1,90,0,0,0,white,1,1,1
0,59,1,60,40,white,1,1,1
1,34,0,21,40,white,1,1,0
1,19,0,1.5,50,other,1,1,1
0,52,1,27,40,asian,1,1,0
0,23,0,28,40,white,1,0,0
0,29,1,90,40,asian,0,1,0
1,29,0,0,0,asian,1,1,0
0,26,0,15,30,black,1,1,1
0,58,1,0,0,white,1,1,1
1,17,0,8.5,16,white,1,1,1
1,29,1,27,50,white,1,1,1
1,52,0,55,50,white,1,1,1
0,60,1,0,0,white,1,1,0
0,60,1,0,0,white,1,1,1
1,29,1,122,50,white,1,1,1
0,56,0,0,0,white,1,1,1
1,25,0,125,55,white,1,1,1
1,29,1,45,40,white,1,1,1
1,35,0,100,72,white,1,1,1
0,57,0,20.6,40,other,1,0,1
1,53,1,0,0,asian,0,1,0
0,67,1,70,30,white,1,1,0
1,74,1,425,32,white,1,1,1
0,44,1,42,40,white,1,0,1
0,41,0,0,0,black,1,1,1
1,18,0,0,0,white,1,1,1
1,44,1,21,40,other,0,0,0
1,28,0,0,0,white,1,1,1
1,18,0,4.3,20,white,1,1,1
0,16,0,2.3,24,white,1,1,1
1,44,0,7,10,white,1,1,1
0,82,1,0,0,white,1,1,1
0,80,0,0,0,other,1,1,0
1,65,0,0,0,white,1,1,1
1,79,0,0,0,white,1,1,1
1,49,1,28,40,other,1,1,1
0,74,1,0,0,white,1,1,1
1,20,0,3.2,20,white,1,1,1
1,44,1,30.4,40,white,1,1,1
1,68,0,30,40,asian,1,1,0
0,54,0,44,35,white,1,1,1
0,37,0,48,40,white,1,1,1
1,70,1,0,0,white,1,1,1
1,41,1,69,40,white,1,1,1
1,57,0,0,0,black,1,1,1
1,32,1,27,60,white,1,1,0
0,24,0,35.1,40,white,0,1,0
0,19,0,2.5,40,white,1,1,1
1,25,0,48,55,white,1,1,1
0,39,1,14.9,35,other,1,1,0
0,84,0,0,0,white,1,1,1
1,51,0,0,0,white,1,0,1
1,26,0,120,45,white,1,1,1
1,36,1,60,50,white,1,1,1
0,24,1,12,25,white,1,0,1
0,39,0,11,37,white,1,1,1
1,78,1,0,0,white,1,1,1
1,82,1,0,0,white,1,1,1
1,18,0,0,0,white,1,1,1
0,63,0,2.3,10,white,1,1,1
0,34,1,32.4,40,asian,1,1,0
1,32,1,22.4,40,asian,1,0,0
0,28,0,35,40,asian,1,1,1
0,55,1,5,20,white,1,1,0
0,68,1,0,0,white,1,1,1
0,19,0,4,20,white,1,1,1
0,67,1,0,0,white,1,1,1
0,20,0,1,10,white,1,1,1
0,51,1,39,40,white,1,1,1
0,53,1,0,40,white,1,1,1
0,84,0,0,0,white,1,1,1
0,42,1,28,40,white,1,1,1
0,16,0,0,0,white,1,1,0
1,56,1,12,20,white,1,1,1
1,49,1,30,40,black,1,1,1
0,59,0,0,0,other,1,1,0
0,86,0,0,0,white,1,1,1
0,48,1,45,40,white,1,1,1
0,48,1,0,0,white,1,0,1
0,55,1,34.5,40,white,1,1,0
0,35,0,26.5,40,white,1,1,1
1,50,0,0,0,white,1,1,1
1,31,0,22,37,white,1,1,1
1,73,1,25.7,20,white,1,1,1
0,62,1,0,0,white,1,1,1
1,35,1,0,40,black,1,0,0
0,32,0,0,0,other,0,0,0
1,63,1,0,0,white,1,1,1
1,30,0,15.8,40,white,1,1,1
0,64,0,41,40,white,1,1,1
0,68,1,40,40,white,1,1,1
1,63,1,0,25,white,1,1,1
1,61,0,425,70,white,1,0,1
1,27,1,29,60,white,1,1,1
0,27,0,0,0,other,1,1,1
0,69,1,0,0,white,1,1,1
0,46,1,0,0,asian,0,1,1
1,40,1,82,45,white,1,1,1
1,53,1,52,52,white,0,1,0
1,50,1,86,40,white,1,1,0
1,27,1,50,40,other,1,1,1
1,37,0,30,40,white,1,1,1
0,68,1,0,0,white,1,1,1
1,46,0,60,50,white,1,1,1
0,35,1,0,0,white,0,0,0
0,37,1,106,25,white,1,1,0
1,32,1,90,45,white,1,1,1
0,33,1,0,0,white,1,1,1
1,25,1,70,80,white,1,1,1
0,64,0,0,0,white,1,1,1
1,21,0,2.5,20,white,1,1,0
1,21,0,10,40,white,1,1,1
0,55,1,80,40,white,1,1,1
0,63,1,26,40,white,1,1,1
1,65,1,385,40,white,1,1,1
0,93,0,0,0,white,1,1,1
0,50,0,62,40,white,1,1,1
0,57,0,0,0,white,1,1,1
0,56,0,0,0,white,1,1,1
0,39,1,20,37,black,1,1,1
0,33,1,7.5,20,white,1,1,1
1,37,1,50,40,white,1,1,1
0,73,0,0,0,white,1,1,1
0,27,0,0,0,white,1,1,1
0,49,1,30,40,white,1,1,1
1,41,1,15.9,40,white,1,1,0
0,60,1,0,0,white,1,1,1
1,50,0,38,40,white,1,1,1
0,66,0,0,0,white,1,1,1
1,78,1,150,40,white,1,1,1
1,26,0,10,40,white,1,1,0
1,67,1,57,40,white,1,1,1
1,53,1,0,0,white,1,1,0
0,70,0,10.4,25,white,1,1,1
1,45,0,0,0,white,1,1,1
1,94,0,0,0,white,1,1,1
0,17,0,0,0,white,1,1,1
1,26,0,40,40,white,1,1,1
1,78,1,0,0,white,1,1,1
0,31,1,70,40,white,1,1,1
1,37,1,140,40,white,1,1,0
0,69,0,31.1,35,white,1,1,1
1,29,1,75,45,white,1,1,1
0,49,0,0,3,white,1,1,1
1,21,0,27.6,75,other,1,1,1
0,76,0,5,8,white,1,1,1
1,28,0,75,40,white,1,1,1
0,17,0,0,0,white,0,0,0
0,64,0,29.3,40,white,1,1,1
1,62,1,39.4,40,asian,1,1,0
0,48,1,90,40,white,1,1,1
1,31,1,130,40,asian,0,1,0
0,22,0,5.2,30,black,1,1,1
1,29,0,30,40,black,1,1,1
0,38,1,17,25,asian,1,1,0
0,57,1,0,30,white,1,1,1
0,17,0,0,0,white,1,1,1
1,52,1,18,40,white,1,1,0
0,69,0,38.2,40,white,1,1,1
0,40,0,44,35,white,1,1,1
1,60,0,4,40,white,1,1,1
1,21,0,4.7,10,white,1,1,1
1,53,1,37,39,other,1,1,1
1,32,0,40,45,white,1,1,1
1,20,0,0,0,other,1,1,1
0,69,0,10,20,white,1,1,1
0,17,0,0,0,other,1,1,1
0,51,1,203,40,white,1,1,1
1,26,0,25.5,40,white,1,1,1
1,17,0,0,0,other,1,1,1
0,30,0,40,40,white,1,1,0
0,46,1,0,0,white,1,1,1
1,61,1,65,37,white,1,1,1
0,76,0,0,0,white,0,1,0
1,62,1,71,20,white,1,1,1
0,94,0,0,0,white,1,1,1
1,25,1,21,25,white,1,0,0
0,18,0,2.2,14,white,1,1,1
1,45,1,85,50,white,1,1,1
1,77,1,0,0,white,1,1,1
0,30,0,27.4,40,white,1,0,1
1,24,0,12.5,30,white,1,1,1
0,20,0,7,30,white,1,1,1
1,35,1,17,50,white,1,1,1
0,57,0,0,0,white,1,1,1
1,82,0,0,0,white,0,1,0
1,78,1,0,0,white,1,1,1
0,23,0,0,0,black,1,1,1
1,19,0,0,0,white,0,0,0
0,26,1,0,0,asian,0,0,0
0,68,1,0,0,white,1,1,1
1,65,1,129,50,white,1,1,1
1,84,1,0,0,white,1,1,1
0,44,1,32,40,white,0,1,0
1,78,1,0,0,white,1,1,1
1,61,1,36.3,42,asian,1,1,0
0,23,1,30,40,white,1,1,1
1,32,0,0,0,white,1,1,1
0,30,1,60,36,white,1,1,1
0,54,0,0,50,white,1,1,1
1,21,0,11.5,28,white,1,1,1
1,49,1,425,40,asian,1,1,0
0,65,0,23.5,24,asian,1,1,0
0,63,1,0,0,asian,1,1,0
1,70,1,6,4,white,1,1,1
1,48,0,20,40,white,1,1,1
1,35,1,100,40,white,1,1,1
0,53,1,10.8,30,white,1,1,1
1,50,0,137,40,white,1,1,1
1,58,1,130,60,white,1,1,1
1,56,1,80,65,white,1,1,1
0,50,1,34,52,white,1,1,1
0,54,1,58,40,black,1,1,1
0,17,0,0,0,white,1,1,1
0,23,1,16,40,white,1,1,1
1,17,0,0,0,black,1,1,1
0,74,0,10.8,40,other,1,1,0
0,71,0,2,2,white,1,1,0
0,78,0,0,0,white,1,1,1
0,49,0,75,35,white,1,1,1
0,52,1,70,60,white,1,1,1
1,17,0,0,0,white,1,1,1
1,24,1,0,0,black,1,1,1
0,18,0,0,0,other,1,1,0
0,61,0,0,0,white,1,1,0
0,18,0,0,0,white,1,1,1
1,30,1,36,50,white,1,1,1
1,32,1,30.5,45,white,1,1,1
0,85,1,0,0,white,1,1,1
0,38,0,65,40,white,1,1,1
0,44,0,50,40,white,1,1,0
0,39,1,31.5,40,white,1,1,1
1,84,1,0,0,white,1,1,1
1,61,0,18,45,black,1,1,1
0,92,0,0,0,white,1,1,1
1,67,1,0,0,white,1,1,1
0,49,1,0,0,white,1,1,1
1,31,1,45,50,white,1,1,1
1,64,1,70,40,white,1,1,1
1,50,1,130,40,other,1,1,0
1,59,1,65,45,white,1,1,1
0,27,0,50,40,asian,1,1,1
1,58,1,0,0,black,1,1,1
1,59,1,30,50,white,1,1,1
0,18,0,0,0,white,1,1,1
1,20,0,5,20,white,1,1,1
1,49,1,75,40,white,1,1,0
0,38,1,0,0,white,0,1,0
0,31,1,0,0,other,1,1,0
0,35,1,50,40,white,1,1,1
1,43,0,40,50,black,1,1,1
0,34,1,8.1,25,white,1,1,1
1,20,0,8,40,other,1,1,0
1,45,1,78,45,other,1,1,1
1,77,0,0,0,white,1,1,0
1,68,1,0,0,white,0,0,1
0,61,1,0,0,white,1,1,1
1,43,1,0.96,24,white,1,0,1
0,58,1,8,25,white,1,1,1
1,20,0,7.5,65,white,1,1,1
0,29,1,21.6,30,white,1,1,1
1,63,1,45,40,white,1,1,1
0,39,1,0,0,white,1,1,1
0,49,1,48.3,55,white,1,1,1
0,65,1,59,48,white,1,1,0
0,80,0,0,0,white,1,1,1
1,18,0,5,36,white,1,1,1
0,71,0,6,8,white,1,1,1
1,51,0,50,40,black,1,1,1
1,47,1,65,40,white,1,1,1
1,58,1,27.6,38,white,1,1,1
1,86,1,29.2,25,white,1,1,1
1,54,1,110,50,white,1,1,1
0,73,0,0,0,white,1,1,1
0,32,0,11.4,40,black,1,1,1
1,55,1,39.5,40,white,1,1,1
0,40,1,15,25,white,1,1,1
0,34,1,11,40,other,1,1,1
1,16,0,0,0,white,1,1,1
1,57,1,0,0,white,1,1,1
1,45,0,37.5,40,black,1,1,1
1,49,1,0,0,white,1,1,1
1,67,0,0,0,white,1,1,1
1,33,1,72,40,white,1,1,1
1,17,0,0,0,white,1,1,1
1,46,1,60,80,white,1,1,1
0,89,0,0,0,black,1,1,1
0,60,1,54,35,white,1,1,1
1,39,0,29.3,40,black,1,1,1
0,54,1,12,40,white,1,1,1
1,20,0,0,0,other,1,0,0
1,71,1,182,60,white,1,1,1
0,80,1,0,0,black,1,1,1
1,52,1,45,40,white,1,1,1
0,43,0,20,23,white,1,1,1
1,32,0,20,40,black,1,1,1
0,30,1,39,48,white,1,1,1
0,44,1,75,40,white,1,1,1
1,36,1,13,27,white,0,1,0
1,54,1,220,60,white,1,1,1
0,53,0,20,40,black,1,1,0
1,37,1,107,50,white,1,1,1
1,63,1,60,60,white,1,1,1
0,53,0,0,17,white,1,1,1
0,30,0,105,48,white,1,1,1
1,74,1,0,0,white,1,1,1
1,23,0,15,35,black,1,1,1
0,20,0,6,32,white,1,1,1
1,40,0,75,40,white,1,0,1
0,27,0,24,40,white,1,1,1
0,25,1,35.7,36,white,1,1,1
1,18,0,4,20,white,1,1,1
0,27,0,0.25,7,black,0,1,0
0,36,1,15,25,white,1,0,1
1,32,1,22.5,40,white,1,1,1
1,69,1,58,62,white,1,0,1
0,38,0,80,40,black,1,1,1
1,46,1,103,50,black,1,1,1
0,75,1,0,0,white,1,1,1
1,27,0,0,0,black,1,0,1
0,54,1,52,50,white,1,1,1
1,52,0,0,40,white,1,1,1
0,39,1,18,20,white,1,1,1
1,37,0,110,50,other,1,1,1
0,74,1,0,0,white,1,1,1
0,32,1,40,55,white,1,1,1
1,42,1,19,48,white,1,1,1
0,63,1,0,46,white,1,1,1
0,27,1,10,20,white,1,1,1
1,19,0,6.2,25,white,1,1,1
0,69,1,48.5,30,white,1,1,0
1,56,0,11.7,35,white,1,1,1
1,22,0,0,0,white,1,1,1
0,47,0,95,40,black,1,1,1
1,25,0,12,40,white,1,1,1
1,18,0,8,40,white,1,1,1
0,53,1,60,40,white,1,1,1
1,58,1,0,20,white,1,1,1
1,50,1,42,40,white,1,1,1
1,59,1,0,0,white,1,1,1
1,34,1,50,50,white,1,1,1
1,30,1,100,50,white,1,1,1
1,23,0,0,0,asian,0,1,0
1,51,1,70,40,white,1,1,1
1,24,0,43.4,50,other,1,1,1
0,21,0,4.8,16,asian,0,1,0
0,27,1,50,40,white,1,1,1
0,77,1,0,0,white,1,1,1
1,35,0,0,0,other,1,1,1
0,76,0,0,0,white,1,1,1
1,28,1,9.9,16,other,1,1,0
0,65,0,0,0,white,1,1,1
0,28,1,120,40,asian,1,1,0
1,63,0,0,0,white,1,1,1
0,74,1,0,0,white,1,1,1
0,32,1,8,25,white,1,1,1
1,24,0,20.4,30,other,1,1,0
0,70,0,1.5,6,white,1,1,1
0,66,0,53,35,asian,1,1,1
1,83,1,0,0,white,1,1,1
1,21,0,2,15,other,1,1,0
1,40,1,180,50,white,1,1,1
0,82,0,0,0,white,1,1,1
0,54,1,28,39,black,1,1,1
0,21,0,4.6,40,white,1,1,1
1,28,1,33,50,white,0,0,0
0,70,0,0,0,white,1,1,1
0,78,0,0,0,white,1,1,1
0,49,0,20,40,black,1,1,0
1,40,0,41,40,black,1,1,1
0,89,0,0,0,white,1,1,1
0,59,0,39,40,white,1,1,1
0,33,0,0,0,other,1,1,0
0,24,0,4,5,asian,0,1,0
0,86,0,0,0,white,1,1,1
1,52,0,10,20,white,1,1,0
0,71,1,0,0,white,1,1,1
1,62,0,110,40,white,1,1,1
0,41,1,0,0,white,1,1,1
0,29,1,58,36,white,1,1,1
1,85,1,0,0,white,1,1,0
0,75,0,0,0,white,1,1,1
1,66,1,0,0,white,1,1,1
0,46,0,0,0,white,1,1,1
0,77,1,0,0,other,1,1,1
1,30,1,20,40,white,1,1,1
1,43,1,90,40,black,1,1,1
1,74,1,0,0,white,1,1,1
1,37,0,70,40,white,1,1,1
1,30,1,42,42,white,1,1,1
1,41,1,180,40,asian,1,1,0
1,72,1,0,0,white,1,1,1
1,58,1,69,40,white,1,1,1
1,24,0,20,38,white,1,1,1
0,26,0,1.2,15,asian,0,1,0
0,79,1,0,0,black,1,1,1
1,30,1,74,40,white,1,1,0
1,22,0,0,0,white,1,1,1
0,35,0,48.8,39,black,1,1,1
0,41,1,0,0,white,1,1,0
1,48,1,58,40,white,1,1,1
1,54,1,50,40,white,1,1,1
1,53,1,25,40,white,1,1,0
0,19,0,0,0,white,1,1,1
1,51,1,90,40,white,1,1,1
1,54,1,53,46,white,1,1,1
1,30,0,0,0,white,1,1,1
0,32,1,0,0,white,1,1,1
0,17,0,5,17,white,1,1,1
0,62,0,75,40,other,1,1,1
0,87,1,0,0,white,1,1,1
0,70,1,0,0,white,1,1,1
1,43,1,40,40,white,0,1,0
0,39,1,190,50,white,1,1,1
0,20,0,0,0,white,1,1,1
0,48,0,56,40,white,1,1,1
0,25,0,8,18,other,1,1,0
1,69,1,33.4,40,white,1,1,1
1,47,1,80,50,white,1,1,1
0,73,1,0,10,white,1,1,0
1,33,0,15.8,40,white,1,1,1
1,68,1,30,45,white,1,1,1
1,64,0,0,0,other,1,1,0
0,28,0,26.3,40,white,1,1,1
0,28,1,20,38,asian,0,0,0
0,17,0,0.8,14,white,1,1,1
0,65,0,0,0,white,1,1,1
1,71,1,6,8,white,1,1,1
1,67,0,18,40,black,1,1,1
1,35,0,65,50,white,1,0,1
1,45,1,566,55,white,1,1,1
0,69,1,0,0,white,1,1,1
0,18,0,12,20,white,1,1,0
0,55,1,0,0,white,1,1,1
0,34,1,15,25,white,1,1,1
1,48,1,25,40,white,1,1,1
0,62,1,0,0,white,1,1,1
1,66,1,0,0,white,1,0,0
1,25,0,20,40,white,1,1,1
1,65,1,95,35,black,1,1,0
1,35,1,75,40,white,1,1,1
0,59,0,42.5,40,white,1,1,1
1,67,1,0,0,white,1,1,1
0,81,0,0,0,white,1,1,1
1,76,1,0,0,white,1,1,1
1,29,0,0,0,white,1,1,1
0,43,1,53,70,black,1,1,1
1,52,0,18,20,asian,1,0,1
1,71,0,18,40,white,1,1,1
1,70,0,0,0,white,1,1,1
1,28,0,70,40,white,1,1,1
1,20,0,30,43,white,1,1,1
0,28,0,100,45,white,1,1,1
1,56,1,125,40,asian,0,1,0
1,49,1,50,40,black,1,1,0
0,64,1,0,40,black,1,1,0
